sender,receiver,weight
AECT,utahstateITLS,1
AECT,"NATO_ACT",1
AECT,khuett,1
AECT,adriannewilson_,1
AECT,github,3
AECT,ThomasLamey1,6
AECT,GeorgiaTech,1
AECT,UWF,1
AECT,AECTTechTrends,8
AECT,eromerohall,2
AECT,utexascoe,1
AECT,SpheroEdu,2
AECT,classcraftgame,1
AECT,spgreenhalgh,3
AECT,AllonsDanser,1
AECT,VVongkulluksn,2
AECT,Nelsmich,2
AECT,hawk_nathanA,2
AECT,KristenLearning,1
AECT,ge_xun,2
AECT,travelinedman,1
AECT,JoiMoore,1
AECT,camille_dd,2
AECT,edtechbsu,2
AECT,roycekimmons,1
AECT,SKEdTech,1
AECT,AlbertRitzhaupt,2
AECT,kiranbudhrani,2
AECT,opencontent,2
AECT,veletsianos,1
AECT,UNTsocial,1
AECT,ECNUER,1
AECT,zoom_us,1
AECT,AmeriCorps,1
AECT,edtech_prokes,1
AECT,plowenthal,2
AECT,NancyeBlackEdu,1
AECT,UofTampa,1
AECT,univmiami,1
AECT,MSU_EDD,1
AECT,IUSchoolofEd,1
AECT,fsu,1
AECT,SICET,3
AECT,ll351,1
AECT,TheMakerBit,2
AECT,ShengBo_Chen,1
AECT,DLResearchLab,1
AECT,AECTTIL,1
AECT,LuEMLawrence,1
AECT,edILLINOIS,1
AECT,UMNews,1
AECT,tintinluo,3
AECT,ConnectWise,1
AECT,jennird,1
AECT,caet,1
AECT,WestgateVegas,1
AECT,rajansock,1
AECT,HoyetHemphill,1
AECT,UofSCEducation,1
AECT,Flipgrid,1
AECT,okstate,1
AECT,"NASA",1
AECT,akesha,2
AECT,design4learn,1
AECT,rogerwagner,1
AECT,EdTechOkstate,1
AECT,andrewatawfik,2
AECT,amy_c_bradshaw,1
AECT,eAngelaBenson,1
AECT,jweeble,1
AECT,professordaveme,1
AECT,UHCOE,1
AECT,RobBranch,1
AECT,ksuiteach,1
SebLopJr,andrewatawfik,1
correia65,correia65,1
correia65,travelinedman,1
correia65,caranorth11,1
correia65,myramade,1
wavinya66,AECT,7
wavinya66,aectclt,3
wavinya66,aectdddivision,1
wavinya66,AmyLomellini_ID,1
wavinya66,SpringerEdu,1
koubenec,EdTech_UofSC,2
koubenec,nicolapallitt,1
koubenec,github,3
koubenec,Happy_Tao,1
koubenec,TAmankwatia,1
koubenec,AECTTechTrends,1
koubenec,GitHubDesktop,1
koubenec,chatfuel,1
koubenec,utahstateITLS,1
koubenec,"NATO_ACT",1
caranorth11,lxdify,2
caranorth11,yourskillshub,1
caranorth11,Quinnovator,1
caranorth11,roycekimmons,4
caranorth11,caranorth11,1
caranorth11,jachutchinson,2
caranorth11,AECTTechTrends,1
caranorth11,JenM,2
caranorth11,KristenLearning,1
caranorth11,GingerWatsonPhD,1
caranorth11,eromerohall,1
caranorth11,jmenglund03,1
Tech_DrL,RitaFennelly,1
Tech_DrL,WEHSLibrary,1
rstatstweet,eromerohall,1
PaulineMuljana,cppelearning,1
PaulineMuljana,calpolypomona,1
PaulineMuljana,aectrtd,1
PaulineMuljana,AECT,7
PaulineMuljana,AECTTechTrends,1
PaulineMuljana,plowenthal,2
PaulineMuljana,Flipgrid,1
PaulineMuljana,aac3,2
PaulineMuljana,eromerohall,2
PaulineMuljana,epsODU,2
PaulineMuljana,nicolapallitt,1
PaulineMuljana,AllisonHallAZ,1
PaulineMuljana,d_mulder,1
PaulineMuljana,JenM,4
PaulineMuljana,UmbrellaMichela,2
PaulineMuljana,francesmarg,1
PaulineMuljana,andrewatawfik,2
PaulineMuljana,AECTGSA,1
PaulineMuljana,Stephsteph83,1
PaulineMuljana,NancyeBlackEdu,1
PaulineMuljana,tugcealdemirpsu,1
PaulineMuljana,ClaraSophiaS,1
tutaleni,jweeble,1
tutaleni,EdTechOkstate,3
tutaleni,francesmarg,1
tutaleni,akesha,1
tutaleni,gsa_aect,1
tutaleni,tutaleni,1
gsa_aect,AECTTechTrends,1
gsa_aect,michaelmgrant,3
gsa_aect,dctrcurry,2
gsa_aect,andrewatawfik,1
gsa_aect,rmreese1,1
emergeAfrica,camille_dd,1
emergeAfrica,SpringerEdu,1
emergeAfrica,AECT,8
emergeAfrica,akesha,1
nicolapallitt,camille_dd,2
nicolapallitt,AECT,20
nicolapallitt,zoom_us,1
nicolapallitt,ge_xun,1
nicolapallitt,veletsianos,1
nicolapallitt,nicolapallitt,4
nicolapallitt,AmyLomellini_ID,2
nicolapallitt,akesha,2
nicolapallitt,UNTsocial,1
nicolapallitt,ECNUER,1
nicolapallitt,amy_c_bradshaw,1
nicolapallitt,liujuhong,2
nicolapallitt,michaelmgrant,1
nicolapallitt,eAngelaBenson,2
nicolapallitt,tadousay,1
nicolapallitt,jweeble,1
nicolapallitt,anusbrah,1
nicolapallitt,aslam_fataar,1
nicolapallitt,aectdddivision,2
nicolapallitt,AZambodl,1
GabrielKonayuma,AECT,1
GabrielKonayuma,camille_dd,1
constatively,AECTTechTrends,1
LiuJh_Christie,SICET,4
LiuJh_Christie,ll351,2
LiuJh_Christie,ge_xun,5
LiuJh_Christie,Happy_Tao,3
LiuJh_Christie,jjm09,1
LiuJh_Christie,AECTTechTrends,1
LiuJh_Christie,aectdddivision,3
LiuJh_Christie,aectddl,2
LiuJh_Christie,aectclt,13
LiuJh_Christie,camille_dd,1
LiuJh_Christie,teacherrogers,1
LiuJh_Christie,michaelmgrant,2
LiuJh_Christie,barblockee,1
LiuJh_Christie,amy_c_bradshaw,2
LiuJh_Christie,AmyLomellini_ID,2
LiuJh_Christie,dctrcurry,1
LiuJh_Christie,UNTsocial,1
LiuJh_Christie,ECNUER,1
LiuJh_Christie,eAngelaBenson,1
LiuJh_Christie,caet,1
LiuJh_Christie,anusbrah,1
LiuJh_Christie,IndianaUniv,1
LiuJh_Christie,JMUlibraries,1
LiuJh_Christie,JMU,1
michaelmgrant,emergeAfrica,2
michaelmgrant,michaelmgrant,13
michaelmgrant,AECTTechTrends,5
michaelmgrant,caranorth11,1
michaelmgrant,akesha,3
michaelmgrant,tutaleni,2
michaelmgrant,amy_c_bradshaw,2
michaelmgrant,liujuhong,2
michaelmgrant,srogidd,2
michaelmgrant,eAngelaBenson,2
michaelmgrant,jweeble,2
michaelmgrant,camille_dd,1
michaelmgrant,SpringerEdu,1
michaelmgrant,edneuro,1
michaelmgrant,smreeves1,1
michaelmgrant,TheMakerBit,1
michaelmgrant,aectdddivision,1
michaelmgrant,design4learn,1
michaelmgrant,kiranbudhrani,1
michaelmgrant,LaurenBagdy,1
michaelmgrant,nateturcotte22,1
michaelmgrant,UofSCEducation,2
michaelmgrant,RobBranch,1
aectclt,AECT,3
aectclt,aectclt,2
aectclt,emergeAfrica,2
aectclt,aectdddivision,1
aectclt,liujuhong,2
aectclt,akesha,1
aectclt,tutaleni,1
aectclt,amy_c_bradshaw,1
aectclt,srogidd,1
aectclt,LearnEngage,1
aectclt,gsa_aect,1
aectclt,AECTTechTrends,1
shonn2nd,AECT,1
aectddl,michaelmgrant,1
RitaFennelly,zoom_us,1
RitaFennelly,AECT,20
RitaFennelly,andrewatawfik,3
RitaFennelly,JenM,1
RitaFennelly,AmyLomellini_ID,1
RitaFennelly,ifenthaler,1
RitaFennelly,JoiMoore,1
RitaFennelly,ProDevBen,1
RitaFennelly,katie_nicksic,1
RitaFennelly,SoniaReneeAlva1,1
RitaFennelly,dctrcurry,2
RitaFennelly,eromerohall,1
hodgesc,AECTTechTrends,6
hodgesc,techedges,1
hodgesc,michaelmgrant,2
hodgesc,DrTerriC,1
hodgesc,dctrcurry,1
hodgesc,SpringerEdu,1
DavidGilbertVO,yourskillshub,1
marshallgjones,AECTTechTrends,1
Mohamedmetwa,nicolapallitt,1
Mohamedmetwa,AECT,1
AECTTechTrends,AECTTechTrends,4
AECTTechTrends,AECT,1
AECTTechTrends,gsa_aect,1
SURTThomas,EdTechOkstate,1
SURTThomas,JenM,1
SURTThomas,roycekimmons,1
SURTThomas,UWF,1
SURTThomas,AECTTechTrends,1
SURTThomas,UofSouthAlabama,1
WilsonInEdu,TacosElGordo_,1
WilsonInEdu,tedaect,1
WilsonInEdu,Stephsteph83,1
WilsonInEdu,KSUITEC,3
WilsonInEdu,kennesawstate,3
WilsonInEdu,YiJin39,1
WilsonInEdu,troman,1
WilsonInEdu,AECTTechTrends,1
WilsonInEdu,michaelmgrant,1
WilsonInEdu,gsa_aect,1
WilsonInEdu,JenM,1
WilsonInEdu,AlbertRitzhaupt,1
WilsonInEdu,UF_COE,1
WilsonInEdu,kristaruggles,1
GovenderShanali,aslam_fataar,1
TheIDMD,DiscussionDiva,1
TheIDMD,BarbMHall,1
jeroen69,JenM,1
jeroen69,tadousay,1
jeroen69,ISLT_FSU,1
jeroen69,tutaleni,1
jeroen69,michaelmgrant,1
jeroen69,Giacumo,1
teacherrogers,professordaveme,1
teacherrogers,UHCOE,1
teacherrogers,gsa_aect,1
teacherrogers,michaelmgrant,2
teacherrogers,ZapparApp,1
teacherrogers,AECTTechTrends,2
teacherrogers,akesha,1
teacherrogers,aectddl,1
FredWBaker,AECTTechTrends,5
memoryacademyge,yourskillshub,1
AmyLomellini_ID,AECT,4
AmyLomellini_ID,JenM,3
AmyLomellini_ID,tugcealdemirpsu,1
AmyLomellini_ID,PaulineMuljana,2
AmyLomellini_ID,michaelmgrant,1
AmyLomellini_ID,AllisonHallAZ,1
AmyLomellini_ID,d_mulder,1
AmyLomellini_ID,DrRossPerkins,1
AmyLomellini_ID,plowenthal,1
ruitammyhuang,AlbertRitzhaupt,4
ruitammyhuang,SKEdTech,1
ruitammyhuang,kiranbudhrani,1
JolieKennedy,VanekJen,1
14prinsp,aslam_fataar,1
TheMakerBit,TheMakerBit,2
carinavr,aslam_fataar,1
EINS_Institute,AECT,1
EINS_Institute,NEA,1
Czernie,aslam_fataar,1
WorldEdUS,AmeriCorps,1
tony_emerge,nicolapallitt,1
tony_emerge,AECT,1
Bali_Maha,nicolapallitt,1
Bali_Maha,AECT,1
ISdeptDUT,nicolapallitt,1
ISdeptDUT,AECT,1
yinbk,AECT,4
yinbk,TenaciousTan,1
yinbk,AllonsDanser,1
yinbk,SlideShare,1
UF_COE,SKEdTech,1
UF_COE,AlbertRitzhaupt,1
UF_COE,kiranbudhrani,1
UF_COE,AECT,1
w200zmn,AECT,1
CLT_COED,SKEdTech,1
CLT_COED,AlbertRitzhaupt,1
CLT_COED,kiranbudhrani,1
robmoore3,Flipgrid,3
robmoore3,profoyarzun,3
robmoore3,AECTTechTrends,1
robmoore3,AECT,1
robmoore3,SKEdTech,1
robmoore3,AlbertRitzhaupt,1
robmoore3,kiranbudhrani,1
robmoore3,epsODU,1
robmoore3,tintinluo,1
robmoore3,cppelearning,1
robmoore3,calpolypomona,1
robmoore3,gsa_aect,1
robmoore3,NeumannKL,1
robmoore3,yahueilu,1
robmoore3,Elisha75830,1
robmoore3,spgreenhalgh,1
jmenglund03,AmyLomellini_ID,1
jmenglund03,nicolapallitt,1
jmenglund03,H5PTechnology,1
jmenglund03,UMNews,1
jmenglund03,opencontent,1
jmenglund03,UNTsocial,1
jmenglund03,ECNUER,1
jmenglund03,caranorth11,1
jmenglund03,gsa_aect,1
francesmarg,BobBodily,1
francesmarg,francesmarg,1
kellyeross16,tel_education,1
kellyeross16,oueducation,1
troman,troman,1
troman,KSUITEC,1
HsuBSU,AECTTechTrends,4
KathyMansfield,NancyeBlackEdu,1
MarcusChildress,jseghers,1
MarcusChildress,AECT,1
MarcusChildress,kcsabina_,1
KuiXiePHD,francesmarg,1
KuiXiePHD,SICET,3
KuiXiePHD,DLResearchLab,3
KuiXiePHD,OSUehe,2
KuiXiePHD,VVongkulluksn,2
KuiXiePHD,Nelsmich,2
KuiXiePHD,hawk_nathanA,2
KuiXiePHD,ShengBo_Chen,2
KuiXiePHD,caranorth11,1
KuiXiePHD,aectddl,1
KuiXiePHD,nicolapallitt,1
KuiXiePHD,ge_xun,2
KuiXiePHD,amy_c_bradshaw,2
KuiXiePHD,tutaleni,1
KuiXiePHD,srogidd,1
KuiXiePHD,michaelmgrant,1
KuiXiePHD,barblockee,1
jjm09,AECT,2
jjm09,michelestork,1
jjm09,WilkesEdD,1
jjm09,ekowch,1
jjm09,rajansock,1
jjm09,HoyetHemphill,1
jweeble,jweeble,1
jweeble,AECTTechTrends,1
AnnaRoseLeach,correia65,3
AnnaRoseLeach,socmopodcast,1
AnnaRoseLeach,KINOGLAZAZ,1
AnnaRoseLeach,JenM,1
AnnaRoseLeach,roycekimmons,1
AnnaRoseLeach,lxdify,1
AnnaRoseLeach,AECT,1
AnnaRoseLeach,myramade,1
MDRogers360,AECTTechTrends,1
LEDresearch,correia65,1
NeumannKL,AECT,2
NeumannKL,BobBodily,1
NeumannKL,tedaect,4
NeumannKL,DKSch,1
NeumannKL,francesmarg,1
widged,BoufflersLydie,1
DrTerriC,tel_education,3
DrTerriC,ekowch,1
DrTerriC,AECT,4
DrTerriC,michaelmgrant,2
DrTerriC,MicrosoftTeams,1
DrTerriC,utexascoe,1
DrTerriC,oueducation,1
DrTerriC,kellyeross16,1
DrTerriC,buckydodd,1
DrTerriC,lyft,1
DrTerriC,JennWillTeach,1
DrTerriC,art_brownlow,1
DrTerriC,ugkale,1
DrTerriC,BChirgwin,1
DrTerriC,MiTEconference,1
DrTerriC,nachodaddylv,1
DrTerriC,tedaect,1
DrTerriC,dctrcurry,1
DrTerriC,PinballHallFame,1
DrTerriC,anneleftwich,1
DrTerriC,robmoore3,1
LaurenBagdy,LaurenBagdy,1
Captain_Fess,AECTTIL,4
Captain_Fess,SpheroEdu,1
Captain_Fess,TheMakerBit,1
Captain_Fess,rogerwagner,1
profoyarzun,profoyarzun,2
yiyishishi,utexascoe,2
DrVirtuality,aectclt,21
DrVirtuality,lynnhummel,2
DrVirtuality,PAECT,1
DrVirtuality,nwpaect,1
DrVirtuality,classcraftgame,1
DrVirtuality,JenM,1
DrVirtuality,roycekimmons,1
DrVirtuality,aect19,2
DrVirtuality,NancyeBlackEdu,2
DrVirtuality,gsa_aect,3
DrRossPerkins,steph_moore,1
DrRossPerkins,AECT,3
DrRossPerkins,JCHEResearch,1
DrRossPerkins,AECTTechTrends,1
DrRossPerkins,aectdddivision,1
DrRossPerkins,JenM,1
DrRossPerkins,design4learn,1
kolorkid,opencontent,1
kolorkid,richardewest,1
DKSch,michaelmgrant,1
DKSch,TheMakerBit,3
DKSch,BoufflersLydie,1
DKSch,SpheroEdu,1
DKSch,tecfa,4
DKSch,rogerwagner,2
DKSch,faclab,1
DKSch,MSMakeCode,1
DKSch,FacLabUnige,3
RealMelissaWarr,punyamishra,1
FakeBobGagne,1a,1
FakeBobGagne,FakeBobGagne,1
FakeBobGagne,mlsswltr,1
FakeBobGagne,FakeDavidWiley,1
FakeBobGagne,FakeJimKlein,1
techedges,utexascoe,3
techedges,AECT,1
techedges,bretsw,1
BrendaPadilla,AECTTechTrends,1
ChangeIt4Better,adriannewilson_,1
ChangeIt4Better,UT_IDT,1
ChangeIt4Better,UTampaEDU,1
ChangeIt4Better,drpark_id,1
ChangeIt4Better,MSU_EDD,1
ChangeIt4Better,IUSchoolofEd,1
ChangeIt4Better,fsu,1
ChangeIt4Better,AlbertRitzhaupt,1
MuratTurkEd,goformative,1
MuratTurkEd,gsa_aect,2
DeLibrosCorazon,austinkleon,1
DeLibrosCorazon,AECT,2
dan_holtey,UMNews,1
oueducation,tel_education,1
oueducation,oueducation,1
tel_education,tel_education,1
tel_education,oueducation,1
art_brownlow,AECT,3
art_brownlow,DrTerriC,1
TenaciousTan,quincyconley,1
OT_Pattie,michaelmgrant,1
OT_Pattie,AECT,1
OT_Pattie,UofSCEducation,1
d_mulder,edtechbsu,2
d_mulder,hodgesc,1
d_mulder,profoyarzun,1
gravesle,carriejill,1
gravesle,femedtech,1
gravesle,FindingAda,1
gravesle,tech4teachers19,1
gravesle,JenM,2
gravesle,tadousay,2
gravesle,jrosenberg6432,1
JCHEResearch,AECT,1
JCHEResearch,michaelmgrant,1
JCHEResearch,dctrcurry,1
kariword,LaurenBagdy,1
kariword,vdennen,1
kariword,eromerohall,1
kariword,WestgateVegas,1
kariword,hourofcode,1
kariword,anotherbrittany,1
kariword,RitaFennelly,1
kariword,WEHSLibrary,1
kariword,KathyMansfield,1
ISLT_FSU,LaurenBagdy,3
ISLT_FSU,vdennen,5
ISLT_FSU,ChihPuDai,2
ISLT_FSU,hajeen2040,1
ISLT_FSU,Ginny7s,1
ISLT_FSU,hajeenzang,1
LearnEngage,AECT,10
LearnEngage,valarywithawhy,1
LearnEngage,UNTsocial,1
LearnEngage,ECNUER,1
LearnEngage,caranorth11,1
LearnEngage,okstate,1
LearnEngage,"NASA",1
LearnEngage,"NASASTEM",1
LearnEngage,github,1
ericpaulrogers,camille_dd,1
ericpaulrogers,spgreenhalgh,1
ericpaulrogers,bretsw,1
ifenthaler,gsa_aect,2
ifenthaler,AECT,2
ifenthaler,ifenthaler,3
ifenthaler,andrewatawfik,1
ifenthaler,SpringerEdu,1
steph_moore,AECT,2
steph_moore,eromerohall,1
steph_moore,tugcealdemirpsu,1
steph_moore,vdennen,1
steph_moore,veletsianos,1
JMUTLT,IndianaUniv,1
DLResearchLab,ge_xun,1
DLResearchLab,VVongkulluksn,2
DLResearchLab,hawk_nathanA,2
DLResearchLab,Nelsmich,2
DLResearchLab,ShengBo_Chen,1
DLResearchLab,DLResearchLab,1
pazureka,yaukable,1
pazureka,UMN_CI,2
pazureka,JolieKennedy,1
pazureka,LTMediaLab,1
pazureka,GingerWatsonPhD,2
pazureka,WestgateVegas,1
pazureka,UMNews,1
pazureka,UNTsocial,1
pazureka,ECNUER,1
valarywithawhy,ifenthaler,1
valarywithawhy,AECT,1
tcallaghan55,AECT,1
buckydodd,tel_education,1
buckydodd,oueducation,1
Tahanialdo,SpringerEdu,1
okstate_etc,EdTechOkstate,1
hampthephd,AlbertRitzhaupt,2
hampthephd,hampthephd,1
BChirgwin,lyft,1
SBarksway,JolieKennedy,1
SBarksway,LTMediaLab,1
SBarksway,UMN_CI,2
SBarksway,AECT,1
SBarksway,jmenglund03,1
literacyandland,SpringerEdu,1
MelGoodEDU,AECT,2
amy_c_bradshaw,ge_xun,1
amy_c_bradshaw,camille_dd,1
rmreese1,MeganCMurtaugh,1
rmreese1,AECT,1
rmreese1,aectddl,1
nangur1,spgreenhalgh,3
nangur1,veletsianos,2
nangur1,AECT,3
nangur1,hodgesc,1
nangur1,khuett,1
nangur1,eromerohall,2
AECTTIL,nicolapallitt,1
AECTTIL,AECTTIL,1
AECTTIL,SpheroEdu,1
MoniIDD,AECT,1
MoniIDD,michaelmgrant,1
MoniIDD,UNTsocial,1
MoniIDD,ECNUER,1
AllisonHallAZ,valarywithawhy,1
AllisonHallAZ,edtechbsu,1
roycekimmons,JenM,1
roycekimmons,roycekimmons,1
roycekimmons,hederjon,1
_ThanhDo,YamChaivisit,1
_ThanhDo,EdTechOkstate,1
arasbozkurt,tugcealdemirpsu,3
arasbozkurt,vdennen,3
arasbozkurt,veletsianos,3
arasbozkurt,yvzkblt,1
arasbozkurt,AECT,4
arasbozkurt,michaelmgrant,1
arasbozkurt,DrTerriC,1
arasbozkurt,caranorth11,1
arasbozkurt,ISLT_FSU,1
arasbozkurt,DKSch,1
arasbozkurt,WilsonInEdu,1
arasbozkurt,DrVirtuality,1
arasbozkurt,robmoore3,1
arasbozkurt,plowenthal,1
arasbozkurt,opencontent,1
arasbozkurt,johnhiltoniii,1
arasbozkurt,Publons,1
arasbozkurt,PeerRevWeek,1
NancyeBlackEdu,AECT,2
NancyeBlackEdu,AECTGSA,1
NancyeBlackEdu,PaulineMuljana,1
NancyeBlackEdu,Stephsteph83,1
FanXU92073425,correia65,2
FanXU92073425,caranorth11,1
FanXU92073425,AnnaRoseLeach,1
FanXU92073425,travelinedman,1
FanXU92073425,SICET,1
FanXU92073425,Happy_Tao,1
TAmankwatia,AECT,1
TAmankwatia,aectdddivision,1
TAmankwatia,aectddl,1
AsianJde,michaelmgrant,1
C21U,GeorgiaTech,1
C21U,AECT,1
traceyhabla,utexascoe,1
utexascoe,utexascoe,1
okstate_ehs,EdTechOkstate,1
kzenovka,AECT,1
kcsabina_,kcsabina_,1
Happy_Tao,UofSCEducation,1
Happy_Tao,akesha,1
Happy_Tao,AECT,1
jayphd18,EdTechOkstate,1
jennkepka,edtech_prokes,1
jennkepka,edtechbsu,1
jennkepka,Jeanna_Cronk,1
JenM,aectdddivision,1
JenM,design4learn,2
JenM,JenM,1
digitalNFTarts,tutaleni,1
36trusso,tedaect,1
EdTechAGP,Jeanna_Cronk,1
EdTechAGP,NorthwoodU,1
EdTechAGP,AECT,3
EdTechAGP,edtech_prokes,1
EdTechAGP,plowenthal,1
matt_m_schmidt,immersiveLRN,1
SardImperium,ifenthaler,1
SardImperium,AECT,1
SardImperium,valarywithawhy,1
AleEscobedo_,AECT,1
rebeccamclark87,TheMakerBit,4
Calcaware,AECT,1
Calcaware,SICET,1
Calcaware,caet,1
nikiwats23,ConnectWise,1
nikiwats23,jennird,1
nikiwats23,AECT,1
EdTech_UofSC,UofSCEducation,2
EdTech_UofSC,michaelmgrant,1
VanekJen,WorldEdUS,2
VanekJen,design4learn,1
VanekJen,JenM,1
VanekJen,IndianaUniv,1
VanekJen,gsa_aect,1
NaterciaValle,bretsw,1
NaterciaValle,spgreenhalgh,1
mkbtuc,AECT,1
JNWhiting,opencontent,1
drclintonlisell,opencontent,1
KSUITEC,KSUITEC,2
KSUITEC,ksuiteach,2
EvidenceRobot,hampthephd,1
EvidenceRobot,AlbertRitzhaupt,1
EvidenceRobot,KSUITEC,1
Stephsteph83,KSUITEC,2
Stephsteph83,fetc,1
Stephsteph83,GaETConf,1
Stephsteph83,Durrahville,1
Stephsteph83,nearpod,1
Stephsteph83,KristenBrooks77,1
Stephsteph83,MissRioux,1
Stephsteph83,drjabaricain,1
UT_IDT,anusbrah,1
UT_IDT,UT_IDT,2
UT_IDT,UofTampa,1
UT_IDT,univmiami,1
UT_IDT,GingerWatsonPhD,1
UT_IDT,eromerohall,1
UT_IDT,adriannewilson_,1
JMUEngaged,AECT,1
JMUEngaged,aectclt,1
JMUEngaged,nicolapallitt,1
johnhiltoniii,opencontent,1
dctrcurry,kolorkid,1
hajeen2040,vdennen,1
hajeen2040,SBarksway,1
andrewatawfik,ifenthaler,2
andrewatawfik,andrewatawfik,1
andrewatawfik,dctrcurry,1
Alhareeri,AECT,1
susiegronseth,professordaveme,1
susiegronseth,UHCOE,1
SambitPhD,EmmaMMercier,1
SambitPhD,JJ1206,1
JJ1206,LuEMLawrence,1
JJ1206,edILLINOIS,1
opencontent,johnhiltoniii,2
LT_UMN,SBarksway,1
sjblevin,DanielCoyle,1
nateturcotte22,AECT,1
ZhenXu0905,edneuro,1
ZhenXu0905,smreeves1,1
Livn2Learn,NickSarillo,1
Livn2Learn,ifenthaler,1
FiratSarsar,gsa_aect,1
FiratSarsar,AECT,1
jbrishke,AECT,1
jbrishke,GatorsFB,1
michelestork,AECT,1
michelestork,AECTTIL,1
nicole_youmans,Stephsteph83,1
ElaTheGrad,AECTTechTrends,1
ElaTheGrad,ifenthaler,1
ElaTheGrad,andrewatawfik,1
EmmaMMercier,edILLINOIS,1
hhuijser,gsa_aect,1
Gaston_teach,USouthAL_CoInS,1
LuEMLawrence,EmmaMMercier,1
LuEMLawrence,JJ1206,1
plowenthal,robmoore3,1
LightbulbJo,JenM,1
LightbulbJo,roycekimmons,1
NevadaEdChat,anneleftwich,1
NevadaEdChat,robmoore3,1
AectInternship,michaelmgrant,1
AectInternship,kiranbudhrani,1
AectInternship,LaurenBagdy,1
AectInternship,nateturcotte22,1
cmmarqua,ge_xun,1
aectdddivision,design4learn,1
aectdddivision,AECT,1
MhammedSahafi,KSUITEC,1
UofSC_CTE,RobBranch,1
srogidd,bsimunich,1
srogidd,aectclt,2
srogidd,aectddl,1
srogidd,AECT,1
LF_Hampton,LearningFocused,1
Natachu,caranorth11,1
MissKBurek,AECT,1
MissKBurek,aectclt,1
lxdify,jachutchinson,1
livesimpleread,caranorth11,1
mwhaile,caranorth11,1
PhDprep,caranorth11,1
DonnyBoy71,caranorth11,1
ekowch,AECT,1
ekowch,edtechchat,1
Mike_Kunkle,caranorth11,1
CecilRShort,AECT,1
CecilRShort,tedaect,1
ChristyATucker,caranorth11,1
Joseph_Suarez,caranorth11,1
MMJoly,michaelmgrant,1
AYSUN_GUNES,AECT,1
TheTracieCantu,KristenLearning,1
TeddyISD,AECT,1
guywwallace,AECTTechTrends,1
